trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2098,False,"{'a': 0.2, 'e': 0.12270158618570132}",20,13,12.899593997445836,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'a': 0.2, 'e': 0.1225789459298635}",35,18,17.809792158188234,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2100,False,"{'a': 0.2, 'e': 0.12245642825298189}",30,16,-14.46803586320793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2101,False,"{'a': 0.2, 'e': 0.12233403303253874}",30,19,22.068701479332695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2102,False,"{'a': 0.2, 'e': 0.12221176014613883}",25,3,22.0211699588134,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2103,False,"{'a': 0.2, 'e': 0.1220896094715092}",25,11,-17.893331576898632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2104,False,"{'a': 0.2, 'e': 0.12196758088649925}",25,5,-28.515867139041358,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
2105,False,"{'a': 0.2, 'e': 0.12184567426908036}",20,8,24.81548281389111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.2, 'e': 0.12172388949734589}",20,10,18.260042366979338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.2, 'e': 0.121602226449511}",20,13,2.1363982969118265,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2108,False,"{'a': 0.2, 'e': 0.12148068500391276}",20,14,12.811483627225918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2109,False,"{'a': 0.2, 'e': 0.12135926503900964}",25,9,-7.257319306885703,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
2110,False,"{'a': 0.2, 'e': 0.12123796643338168}",25,16,18.256181884527834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.2, 'e': 0.1211167890657302}",30,16,5.572304993044369,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2112,False,"{'a': 0.2, 'e': 0.12099573281487792}",25,0,16.431475061087927,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2113,False,"{'a': 0.2, 'e': 0.12087479755976856}",25,0,18.10143104356528,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2114,False,"{'a': 0.2, 'e': 0.12075398317946681}",25,14,6.08917170198144,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2115,False,"{'a': 0.2, 'e': 0.12063328955315826}",30,24,8.466885006192715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.2, 'e': 0.12051271656014938}",20,8,23.043964019399034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'a': 0.2, 'e': 0.12039226407986708}",20,12,14.968339179782012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.2, 'e': 0.1202719319918589}",30,23,12.725772786305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.2, 'e': 0.12015172017579269}",20,16,8.633734553328807,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'a': 0.2, 'e': 0.12003162851145673}",20,2,8.17064654573887,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2121,False,"{'a': 0.2, 'e': 0.11991165687875928}",30,7,2.699094994228696,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
2122,False,"{'a': 0.2, 'e': 0.11979180515772868}",30,21,17.98722695644553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.2, 'e': 0.11967207322851318}",20,10,17.953563919148316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'a': 0.2, 'e': 0.11955246097138092}",20,10,20.25408583119291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'a': 0.2, 'e': 0.11943296826671962}",30,21,17.67288515558651,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.2, 'e': 0.11931359499503652}",20,14,10.993843679028227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.2, 'e': 0.11919434103695832}",25,15,20.315365533789375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'a': 0.2, 'e': 0.11907520627323115}",20,13,6.561413929583027,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.2, 'e': 0.11895619058472014}",25,13,22.739867034738058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'a': 0.2, 'e': 0.11883729385240964}",30,20,18.78717925018409,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'a': 0.2, 'e': 0.11871851595740286}",25,17,8.258565784671816,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2132,False,"{'a': 0.2, 'e': 0.11859985678092198}",25,14,-21.401667073499592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2133,False,"{'a': 0.2, 'e': 0.11848131620430775}",25,17,-5.45375157079356,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
2134,False,"{'a': 0.2, 'e': 0.11836289410901962}",20,7,27.36687761686943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2135,False,"{'a': 0.2, 'e': 0.11824459037663539}",25,3,35.33477906721306,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'a': 0.2, 'e': 0.11812640488885146}",25,9,26.47561062550876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2137,False,"{'a': 0.2, 'e': 0.11800833752748224}",25,0,32.13303221059879,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2138,False,"{'a': 0.2, 'e': 0.1178903881744604}",25,20,8.97037424784051,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2139,False,"{'a': 0.2, 'e': 0.1177725567118365}",25,10,-29.644076625364402,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2140,False,"{'a': 0.2, 'e': 0.11765484302177918}",20,0,35.167863361767395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2141,False,"{'a': 0.2, 'e': 0.1175372469865747}",20,7,-31.247551752394628,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2142,False,"{'a': 0.2, 'e': 0.11741976848862697}",20,7,22.982016713517744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2143,False,"{'a': 0.2, 'e': 0.11730240741045748}",25,19,-0.3581173302468188,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2144,False,"{'a': 0.2, 'e': 0.11718516363470523}",30,16,15.192513672030353,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2145,False,"{'a': 0.2, 'e': 0.11706803704412638}",30,12,-27.099286768280855,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
2146,False,"{'a': 0.2, 'e': 0.11695102752159432}",20,8,-31.92839709439795,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2147,False,"{'a': 0.2, 'e': 0.11683413495009946}",30,10,20.569942102922496,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2148,False,"{'a': 0.2, 'e': 0.11671735921274937}",30,21,17.550977434913783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2149,False,"{'a': 0.2, 'e': 0.11660070019276822}",20,6,27.733991206105944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2150,False,"{'a': 0.2, 'e': 0.11648415777349697}",25,15,19.926771241054865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2151,False,"{'a': 0.2, 'e': 0.11636773183839313}",20,0,11.994980341699764,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2152,False,"{'a': 0.2, 'e': 0.11625142227103091}",25,11,11.582379980056315,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2153,False,"{'a': 0.2, 'e': 0.11613522895510063}",20,12,14.218207165664637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2154,False,"{'a': 0.2, 'e': 0.116019151774409}",20,12,12.066366204712754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2155,False,"{'a': 0.2, 'e': 0.11590319061287872}",20,10,6.43419320353901,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2156,False,"{'a': 0.2, 'e': 0.1157873453545488}",25,16,6.35556652810186,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2157,False,"{'a': 0.2, 'e': 0.11567161588357387}",25,8,14.433547103551428,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2158,False,"{'a': 0.2, 'e': 0.11555600208422448}",20,8,-1.6693582275112289,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
2159,False,"{'a': 0.2, 'e': 0.11544050384088674}",20,11,15.798491789124638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2160,False,"{'a': 0.2, 'e': 0.11532512103806251}",20,15,7.932889601811512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2161,False,"{'a': 0.2, 'e': 0.11520985356036892}",25,0,17.459088673979902,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2162,False,"{'a': 0.2, 'e': 0.11509470129253851}",25,17,16.446779814069853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2163,False,"{'a': 0.2, 'e': 0.11497966411941893}",25,14,18.89156185266001,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2164,False,"{'a': 0.2, 'e': 0.11486474192597308}",30,16,4.99997219359511,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2165,False,"{'a': 0.2, 'e': 0.11474993459727874}",30,8,41.60686617543103,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2166,False,"{'a': 0.2, 'e': 0.11463524201852858}",20,15,-4.1179763061538965,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2167,False,"{'a': 0.2, 'e': 0.11452066407502992}",20,14,11.740479519743731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2168,False,"{'a': 0.2, 'e': 0.11440620065220494}",25,0,33.39084038842371,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2169,False,"{'a': 0.2, 'e': 0.11429185163559014}",20,10,18.43976315101271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2170,False,"{'a': 0.2, 'e': 0.11417761691083649}",25,0,19.92493475493897,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
2171,False,"{'a': 0.2, 'e': 0.11406349636370922}",30,11,-21.11787153916286,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
2172,False,"{'a': 0.2, 'e': 0.11394948988008789}",25,2,37.73759551118467,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2173,False,"{'a': 0.2, 'e': 0.11383559734596592}",30,21,-64.78281181070675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
2174,False,"{'a': 0.2, 'e': 0.11372181864745078}",20,0,-13.065635750709745,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2175,False,"{'a': 0.2, 'e': 0.11360815367076371}",35,23,20.909089675004193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2176,False,"{'a': 0.2, 'e': 0.11349460230223983}",20,7,27.360037454410687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2177,False,"{'a': 0.2, 'e': 0.11338116442832773}",20,9,19.062999465007685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2178,False,"{'a': 0.2, 'e': 0.11326783993558949}",30,17,19.47067530284278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2179,False,"{'a': 0.2, 'e': 0.11315462871070062}",30,16,22.973698533082363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2180,False,"{'a': 0.2, 'e': 0.11304153064044985}",25,16,-9.513335527442564,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
2181,False,"{'a': 0.2, 'e': 0.11292854561173918}",20,11,15.888880117327943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2182,False,"{'a': 0.2, 'e': 0.11281567351158354}",20,15,7.667346890290872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2183,False,"{'a': 0.2, 'e': 0.11270291422711082}",25,8,4.198182831860341,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2184,False,"{'a': 0.2, 'e': 0.11259026764556165}",25,11,15.091181232131785,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2185,False,"{'a': 0.2, 'e': 0.11247773365428958}",25,11,24.271272136400885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2186,False,"{'a': 0.2, 'e': 0.11236531214076051}",25,15,18.236429428517212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2187,False,"{'a': 0.2, 'e': 0.11225300299255297}",20,6,23.540342522616683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2188,False,"{'a': 0.2, 'e': 0.11214080609735773}",20,6,26.059226960507196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2189,False,"{'a': 0.2, 'e': 0.11202872134297796}",25,11,27.297134248115157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2190,False,"{'a': 0.2, 'e': 0.11191674861732889}",25,5,22.90768258785508,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2191,False,"{'a': 0.2, 'e': 0.11180488780843775}",20,9,9.641913199128467,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2192,False,"{'a': 0.2, 'e': 0.11169313880444368}",20,12,17.027594653322282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2193,False,"{'a': 0.2, 'e': 0.11158150149359777}",30,16,3.0565544524782533,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2194,False,"{'a': 0.2, 'e': 0.11146997576426268}",25,12,23.35297888911162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2195,False,"{'a': 0.2, 'e': 0.11135856150491262}",25,15,17.223181096633724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2196,False,"{'a': 0.2, 'e': 0.1112472586041333}",35,18,-13.746360603057898,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2197,False,"{'a': 0.2, 'e': 0.1111360669506219}",25,0,23.48076255381066,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
2198,False,"{'a': 0.2, 'e': 0.11102498643318673}",30,14,18.0263991832466,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2199,False,"{'a': 0.2, 'e': 0.11091401694074722}",20,7,-0.5655280389307087,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
2200,False,"{'a': 0.2, 'e': 0.11080315836233387}",20,6,-27.883849238389846,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
2201,False,"{'a': 0.2, 'e': 0.11069241058708815}",30,6,45.95052197330715,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2202,False,"{'a': 0.2, 'e': 0.11058177350426224}",30,15,28.797249513500986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2203,False,"{'a': 0.2, 'e': 0.11047124700321904}",20,6,8.6754919367797,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2204,False,"{'a': 0.2, 'e': 0.11036083097343204}",20,11,18.37362680899229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2205,False,"{'a': 0.2, 'e': 0.11025052530448522}",20,16,6.4573102099048185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2206,False,"{'a': 0.2, 'e': 0.11014032988607289}",25,3,26.0207116427641,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2207,False,"{'a': 0.2, 'e': 0.11003024460799966}",25,11,15.596750667279508,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2208,False,"{'a': 0.2, 'e': 0.10992026936018012}",20,0,24.17906317697901,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2209,False,"{'a': 0.2, 'e': 0.10981040403263918}",25,15,19.738864839301236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.2, 'e': 0.10970064851551141}",20,10,7.3249391554249925,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
2211,False,"{'a': 0.2, 'e': 0.10959100269904129}",20,16,8.800160238962789,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2212,False,"{'a': 0.2, 'e': 0.10948146647358295}",20,6,-0.6815775575572594,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
2213,False,"{'a': 0.2, 'e': 0.10937203972960027}",20,10,17.471843846356812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.2, 'e': 0.10926272235766644}",20,10,6.107490045035287,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2215,False,"{'a': 0.2, 'e': 0.10915351424846406}",20,12,12.093519569630828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2216,False,"{'a': 0.2, 'e': 0.10904441529278498}",20,15,10.183491043961604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.2, 'e': 0.10893542538153032}",20,7,23.79931583976447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2218,False,"{'a': 0.2, 'e': 0.10882654440571012}",20,13,-9.960988929024497,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
2219,False,"{'a': 0.2, 'e': 0.10871777225644341}",25,19,11.216014720457224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.2, 'e': 0.10860910882495797}",20,6,4.059166382858001,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2221,False,"{'a': 0.2, 'e': 0.10850055400259043}",25,10,28.050066074681908,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2222,False,"{'a': 0.2, 'e': 0.10839210768078596}",20,2,22.711849550125642,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.2, 'e': 0.10828376975109819}",20,0,31.453985473167794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2224,False,"{'a': 0.2, 'e': 0.10817554010518915}",25,16,21.54613844177462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2225,False,"{'a': 0.2, 'e': 0.10806741863482927}",25,8,24.78425916743496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.2, 'e': 0.10795940523189702}",30,3,45.13222651098155,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2227,False,"{'a': 0.2, 'e': 0.10785149978837902}",25,15,17.78533284529946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.2, 'e': 0.10774370219636974}",35,25,12.759032092070855,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.2, 'e': 0.10763601234807169}",20,0,31.207548022452364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2230,False,"{'a': 0.2, 'e': 0.10752843013579495}",20,14,7.836949593592324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.2, 'e': 0.10742095545195732}",30,12,35.14415788819164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.2, 'e': 0.10731358818908404}",25,16,2.171766063091868,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2233,False,"{'a': 0.2, 'e': 0.10720632823980793}",25,13,23.062363491231096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.2, 'e': 0.10709917549686898}",20,3,34.624316576809214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.2, 'e': 0.10699212985311447}",25,13,11.886418079575968,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2236,False,"{'a': 0.2, 'e': 0.1068851912014987}",30,15,19.05237880317897,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2237,False,"{'a': 0.2, 'e': 0.10677835943508306}",25,11,24.93955088529543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.2, 'e': 0.10667163444703576}",25,8,29.630254323968536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.2, 'e': 0.1065650161306318}",20,0,23.843909555766942,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2240,False,"{'a': 0.2, 'e': 0.1064585043792528}",25,9,25.62541638604784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.2, 'e': 0.10635209908638711}",20,0,10.873962851172843,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2242,False,"{'a': 0.2, 'e': 0.10624580014562934}",25,11,22.95316679821168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.2, 'e': 0.1061396074506806}",25,8,16.59486323578486,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2244,False,"{'a': 0.2, 'e': 0.1060335208953481}",25,10,27.779096073805267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2245,False,"{'a': 0.2, 'e': 0.10592754037354536}",30,8,34.24339016920767,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.2, 'e': 0.10582166577929183}",25,11,25.52746393367304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.2, 'e': 0.10571589700671291}",25,7,30.064066720696747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.2, 'e': 0.10561023395003977}",25,14,11.887561833833601,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2249,False,"{'a': 0.2, 'e': 0.1055046765036094}",20,6,3.4997309204808014,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2250,False,"{'a': 0.2, 'e': 0.10539922456186433}",30,13,31.654888729287062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2251,False,"{'a': 0.2, 'e': 0.10529387801935261}",25,17,-10.514051847877166,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
2252,False,"{'a': 0.2, 'e': 0.10518863677072764}",20,12,2.403128836910695,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2253,False,"{'a': 0.2, 'e': 0.10508350071074826}",30,18,19.932858470935958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.2, 'e': 0.10497846973427834}",20,10,12.02700480609554,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2255,False,"{'a': 0.2, 'e': 0.10487354373628689}",25,16,16.96641872052909,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.2, 'e': 0.1047687226118479}",20,15,10.825525083038695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2257,False,"{'a': 0.2, 'e': 0.10466400625614027}",25,7,32.275439600021386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.2, 'e': 0.10455939456444763}",20,6,23.732349213210153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.2, 'e': 0.10445488743215826}",25,11,3.0613331227815594,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2260,False,"{'a': 0.2, 'e': 0.104350484754765}",20,6,14.066787253092253,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2261,False,"{'a': 0.2, 'e': 0.10424618642786522}",25,7,38.177979556602345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.2, 'e': 0.10414199234716055}",30,12,21.89050579628211,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2263,False,"{'a': 0.2, 'e': 0.10403790240845692}",20,8,26.002777297275692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.2, 'e': 0.10393391650766431}",25,18,6.1429432781949975,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2265,False,"{'a': 0.2, 'e': 0.10383003454079692}",20,14,8.993379344533825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.2, 'e': 0.10372625640397273}",20,0,16.136425188489913,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2267,False,"{'a': 0.2, 'e': 0.10362258199341358}",30,6,-6.480145445653604,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
2268,False,"{'a': 0.2, 'e': 0.10351901120544502}",25,18,15.853587735072677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2269,False,"{'a': 0.2, 'e': 0.10341554393649634}",20,7,24.011844061049466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.2, 'e': 0.1033121800831002}",20,16,9.014787485043344,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.2, 'e': 0.10320891954189275}",30,12,9.105968238369968,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2272,False,"{'a': 0.2, 'e': 0.10310576220961341}",20,3,30.249350828969412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.2, 'e': 0.10300270798310493}",25,13,25.57804264214126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.2, 'e': 0.102899756759313}",30,9,45.45701098590945,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.2, 'e': 0.1027969084352864}",25,11,20.549270627367328,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.2, 'e': 0.10269416290817676}",30,16,30.511380589086002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.2, 'e': 0.10259152007523863}",35,17,24.971777629937343,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2278,False,"{'a': 0.2, 'e': 0.10248897983382914}",20,0,21.965285536806707,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2279,False,"{'a': 0.2, 'e': 0.10238654208140799}",20,11,16.134599014119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2280,False,"{'a': 0.2, 'e': 0.10228420671553744}",20,16,6.9501300780438395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
