trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.2, 'e': 0.8394570207692074}",30,0,-56.05238681427509,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
176,False,"{'a': 0.2, 'e': 0.8386179833370739}",20,0,-160.7611541542365,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
177,False,"{'a': 0.2, 'e': 0.837779784522994}",20,0,-119.70034720890257,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
178,False,"{'a': 0.2, 'e': 0.8369424234887681}",20,0,-63.1578803279248,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
179,False,"{'a': 0.2, 'e': 0.8361058993970355}",25,0,-95.29804788081907,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
180,False,"{'a': 0.2, 'e': 0.835270211411272}",20,0,-27.25827723319477,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
181,False,"{'a': 0.2, 'e': 0.8344353586957896}",20,0,-87.24646105102373,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
182,False,"{'a': 0.2, 'e': 0.8336013404157353}",20,6,-49.1533931883782,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.832768155737091}",20,0,-63.41175617232145,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
184,False,"{'a': 0.2, 'e': 0.8319358038266718}",20,9,-2.087304683685477,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.8311042838521258}",20,0,-70.29018767503732,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.2, 'e': 0.8302735949819326}",25,0,-128.01419734719443,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",1
187,False,"{'a': 0.2, 'e': 0.8294437363854039}",20,8,-31.732970473216994,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.8286147072326807}",30,0,-60.52177833421584,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
189,False,"{'a': 0.2, 'e': 0.8277865066947336}",20,0,-107.12827370147802,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
190,False,"{'a': 0.2, 'e': 0.8269591339433623}",20,0,-138.71139875981146,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
191,False,"{'a': 0.2, 'e': 0.826132588151194}",20,4,-40.43471424803126,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
192,False,"{'a': 0.2, 'e': 0.8253068684916824}",20,0,-121.1798582422413,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
193,False,"{'a': 0.2, 'e': 0.8244819741391082}",25,0,-121.89596554595853,"{0: 13, 1: 5, 2: 3, 3: 4, 4: 0}",0
194,False,"{'a': 0.2, 'e': 0.8236579042685768}",30,0,-184.0206430652556,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
195,False,"{'a': 0.2, 'e': 0.8228346580560184}",25,0,-24.644893845356375,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
196,False,"{'a': 0.2, 'e': 0.8220122346781866}",25,0,-117.16748333748477,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
197,False,"{'a': 0.2, 'e': 0.821190633312658}",25,0,-91.71988945648319,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
198,False,"{'a': 0.2, 'e': 0.8203698531378311}",20,0,-199.87604164592912,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
199,False,"{'a': 0.2, 'e': 0.8195498933329256}",30,0,-210.73474083264233,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
200,False,"{'a': 0.2, 'e': 0.8187307530779818}",35,0,-175.03860874930353,"{0: 23, 1: 2, 2: 5, 3: 3, 4: 2}",0
201,False,"{'a': 0.2, 'e': 0.8179124315538594}",25,0,-71.04612301287578,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.8170949279422367}",20,0,-48.43430996975307,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
203,False,"{'a': 0.2, 'e': 0.81627824142561}",20,7,-33.59550240680234,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.2, 'e': 0.8154623711872927}",25,0,-47.14144570129595,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
205,False,"{'a': 0.2, 'e': 0.8146473164114145}",25,0,-113.38671943712004,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
206,False,"{'a': 0.2, 'e': 0.8138330762829208}",20,0,-131.7160857313765,"{0: 12, 1: 1, 2: 2, 3: 4, 4: 1}",0
207,False,"{'a': 0.2, 'e': 0.813019649987571}",30,20,-39.259502657939805,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.2, 'e': 0.8122070367119391}",20,0,-81.55254436836499,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
209,False,"{'a': 0.2, 'e': 0.8113952356434114}",20,0,-61.64482339228254,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
210,False,"{'a': 0.2, 'e': 0.8105842459701872}",25,0,-63.7240537780677,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
211,False,"{'a': 0.2, 'e': 0.8097740668812764}",20,7,-54.47284589278653,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
212,False,"{'a': 0.2, 'e': 0.8089646975664999}",20,0,-11.70969983054189,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.2, 'e': 0.8081561372164884}",20,0,-115.76977305583338,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
214,False,"{'a': 0.2, 'e': 0.8073483850226815}",25,4,-54.2509918137758,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
215,False,"{'a': 0.2, 'e': 0.806541440177327}",20,0,-34.91157262225752,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
216,False,"{'a': 0.2, 'e': 0.8057353018734797}",20,0,-181.31717779061134,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
217,False,"{'a': 0.2, 'e': 0.8049299693050015}",30,0,-144.408180100193,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
218,False,"{'a': 0.2, 'e': 0.8041254416665597}",20,11,2.906699084905391,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.8033217181536265}",35,0,-182.28125882450368,"{0: 21, 1: 3, 2: 5, 3: 5, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.8025187979624785}",25,11,-159.8560459560328,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 3}",1
221,False,"{'a': 0.2, 'e': 0.8017166802901954}",25,1,-33.12352115865572,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.8009153643346592}",30,0,-112.33155486627261,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
223,False,"{'a': 0.2, 'e': 0.8001148492945541}",30,0,-41.762434667979136,"{0: 21, 1: 6, 2: 2, 3: 1, 4: 0}",0
224,False,"{'a': 0.2, 'e': 0.7993151343693651}",20,3,-62.66489388181168,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
225,False,"{'a': 0.2, 'e': 0.798516218759377}",20,0,-88.0060015912198,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.2, 'e': 0.7977181016656744}",20,8,-79.05510964164783,"{0: 7, 1: 2, 2: 0, 3: 2, 4: 1}",1
227,False,"{'a': 0.2, 'e': 0.7969207822901396}",30,18,-1.4859156161482985,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.7961242598354538}",20,0,-68.1096151746944,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.795328533505094}",30,0,-58.10625532102561,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.2, 'e': 0.794533602503334}",25,0,-103.47806648108428,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
231,False,"{'a': 0.2, 'e': 0.7937394660352428}",25,15,-2.3951136294691246,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.7929461233066838}",25,0,-63.110072778674514,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
233,False,"{'a': 0.2, 'e': 0.7921535735243139}",25,14,17.120848767054635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.7913618158955839}",20,0,-8.46196833745818,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.7905708496287356}",25,13,-12.395628739818608,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.7897806739328027}",20,9,-25.260990620573935,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.7889912880176098}",35,0,-195.19589768948282,"{0: 21, 1: 3, 2: 7, 3: 1, 4: 3}",0
238,False,"{'a': 0.2, 'e': 0.7882026910937704}",20,0,-75.97496554929083,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
239,False,"{'a': 0.2, 'e': 0.787414882372688}",25,0,-180.23284652208733,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.2, 'e': 0.7866278610665534}",25,0,-71.16699788459388,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
241,False,"{'a': 0.2, 'e': 0.7858416263883455}",25,0,-71.43578510054189,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
242,False,"{'a': 0.2, 'e': 0.7850561775518294}",25,0,-134.95567847290502,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
243,False,"{'a': 0.2, 'e': 0.7842715137715564}",20,0,-50.83299886907478,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
244,False,"{'a': 0.2, 'e': 0.7834876342628626}",25,0,-81.13644820503362,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
245,False,"{'a': 0.2, 'e': 0.7827045382418681}",25,0,-132.19436138048687,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
246,False,"{'a': 0.2, 'e': 0.7819222249254772}",30,0,-103.5907345648507,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",1
247,False,"{'a': 0.2, 'e': 0.7811406935313764}",20,0,-45.31249154947158,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
248,False,"{'a': 0.2, 'e': 0.7803599432780343}",25,0,-37.69230071110051,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
249,False,"{'a': 0.2, 'e': 0.7795799733847004}",20,12,-19.50967476988947,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.7788007830714049}",35,6,-48.93685056688907,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.7780223715589573}",20,0,-106.49259741857836,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",1
252,False,"{'a': 0.2, 'e': 0.7772447380689461}",20,0,-126.59545636309365,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
253,False,"{'a': 0.2, 'e': 0.7764678818237378}",20,0,-89.79102850175525,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
254,False,"{'a': 0.2, 'e': 0.7756918020464761}",20,12,1.062155851920433,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.774916497961081}",20,2,-47.31892475892335,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.7741419687922483}",20,0,4.352932716135683,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
257,False,"{'a': 0.2, 'e': 0.7733682137654491}",20,11,10.495610964276878,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.772595232106928}",30,20,-14.616107582585329,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.7718230230437034}",20,0,-44.26090028030897,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
260,False,"{'a': 0.2, 'e': 0.7710515858035663}",20,0,-42.58381629604879,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
261,False,"{'a': 0.2, 'e': 0.7702809196150792}",20,0,-67.18822034181935,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
262,False,"{'a': 0.2, 'e': 0.7695110237075757}",20,0,-106.44968235323209,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.2, 'e': 0.7687418973111604}",20,7,-47.23436476314686,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.2, 'e': 0.7679735396567061}",20,0,-80.94890833115709,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
265,False,"{'a': 0.2, 'e': 0.7672059499758557}",20,10,-72.21917273646768,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 1}",1
266,False,"{'a': 0.2, 'e': 0.7664391275010191}",25,3,-47.639183755879856,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
267,False,"{'a': 0.2, 'e': 0.765673071465374}",20,6,-102.78393783880935,"{0: 8, 1: 3, 2: 0, 3: 1, 4: 2}",1
268,False,"{'a': 0.2, 'e': 0.764907781102864}",25,0,-128.12914147634172,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
269,False,"{'a': 0.2, 'e': 0.764143255648199}",30,0,-106.06561988646119,"{0: 18, 1: 6, 2: 4, 3: 1, 4: 1}",0
270,False,"{'a': 0.2, 'e': 0.7633794943368533}",30,0,-143.06941560492936,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
271,False,"{'a': 0.2, 'e': 0.7626164964050655}",20,7,-111.01090232811664,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 2}",1
272,False,"{'a': 0.2, 'e': 0.7618542610898376}",20,0,-65.71699895781408,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.2, 'e': 0.7610927876289343}",25,0,-120.76397914717997,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
274,False,"{'a': 0.2, 'e': 0.7603320752608821}",20,0,-57.60026663699484,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
275,False,"{'a': 0.2, 'e': 0.7595721232249685}",20,1,-78.89563454316455,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
276,False,"{'a': 0.2, 'e': 0.7588129307612415}",20,0,-99.80648888023025,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
277,False,"{'a': 0.2, 'e': 0.7580544971105083}",35,0,-107.30288941233616,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.7572968215143356}",20,0,-19.306801772706162,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
279,False,"{'a': 0.2, 'e': 0.7565399032150474}",20,0,-46.84942342666961,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
280,False,"{'a': 0.2, 'e': 0.7557837414557255}",25,0,-29.776220995808185,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
281,False,"{'a': 0.2, 'e': 0.7550283354802079}",20,0,-58.81619861486015,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
282,False,"{'a': 0.2, 'e': 0.7542736845330889}",30,8,-69.34874249237065,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.7535197878597172}",20,1,-141.1649506720578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 4}",1
284,False,"{'a': 0.2, 'e': 0.7527666447061963}",25,0,-122.50856031333616,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
285,False,"{'a': 0.2, 'e': 0.7520142543193826}",25,0,-94.36268194776397,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
286,False,"{'a': 0.2, 'e': 0.7512626159468859}",30,0,-102.67010437278734,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
287,False,"{'a': 0.2, 'e': 0.750511728837068}",25,0,-103.14124269306517,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
288,False,"{'a': 0.2, 'e': 0.7497615922390413}",20,0,-74.18009100139511,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
289,False,"{'a': 0.2, 'e': 0.7490122054026693}",25,0,-53.86748712878561,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
290,False,"{'a': 0.2, 'e': 0.7482635675785653}",20,0,-50.99524973055308,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.747515678018091}",20,0,-131.22741068527407,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
292,False,"{'a': 0.2, 'e': 0.7467685359733571}",20,11,-55.03576713358209,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
293,False,"{'a': 0.2, 'e': 0.7460221406972215}",20,0,-41.04505298671049,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
294,False,"{'a': 0.2, 'e': 0.7452764914432886}",35,0,-94.5141553327323,"{0: 26, 1: 5, 2: 2, 3: 0, 4: 2}",0
295,False,"{'a': 0.2, 'e': 0.7445315874659094}",25,0,-74.73845807209524,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
296,False,"{'a': 0.2, 'e': 0.7437874280201796}",30,2,-53.77481999843705,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.7430440123619398}",25,0,-126.43182166576561,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
298,False,"{'a': 0.2, 'e': 0.7423013397477743}",30,0,-89.56687506876307,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
299,False,"{'a': 0.2, 'e': 0.7415594094350105}",25,1,-114.95156363967722,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 2}",1
300,False,"{'a': 0.2, 'e': 0.7408182206817179}",20,0,-73.98091014757729,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.7400777727467077}",20,2,-12.60165589946429,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.7393380648895319}",20,9,-1.9324390499406439,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.7385990963704826}",20,5,-67.10981943935498,"{0: 8, 1: 2, 2: 3, 3: 2, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.7378608664505912}",20,0,-17.577269758559105,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
305,False,"{'a': 0.2, 'e': 0.7371233743916277}",25,0,-179.94497565937954,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
306,False,"{'a': 0.2, 'e': 0.7363866194561002}",30,11,-56.66716132614755,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.7356506009072533}",20,0,-75.99149848014513,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
308,False,"{'a': 0.2, 'e': 0.7349153180090687}",20,4,-47.450960133548655,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
309,False,"{'a': 0.2, 'e': 0.7341807700262634}",20,9,1.2150431413454363,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.7334469562242892}",20,0,-72.37794322788064,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
311,False,"{'a': 0.2, 'e': 0.7327138758693325}",30,12,-43.4066119085158,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.7319815282283126}",20,5,-86.66737890840429,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 1}",1
313,False,"{'a': 0.2, 'e': 0.731249912568882}",20,9,-19.337786744710073,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.7305190281594249}",20,0,-26.382309936877668,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
315,False,"{'a': 0.2, 'e': 0.7297888742690567}",25,17,-31.36507477915349,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.2, 'e': 0.7290594501676239}",20,0,-109.98459142119907,"{0: 9, 1: 4, 2: 4, 3: 3, 4: 0}",0
317,False,"{'a': 0.2, 'e': 0.7283307551257017}",20,8,-38.03908860154565,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.7276027884145955}",20,0,-75.80148712766245,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
319,False,"{'a': 0.2, 'e': 0.7268755493063382}",25,0,-18.520081250242143,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
320,False,"{'a': 0.2, 'e': 0.7261490370736908}",30,0,-139.9880960817321,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
321,False,"{'a': 0.2, 'e': 0.7254232509901412}",30,17,-33.362111928022884,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.7246981903299028}",25,7,-27.495115236495987,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.7239738543679153}",30,7,-34.10815163174094,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.7232502423798424}",25,3,-92.23864562277099,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 2}",1
325,False,"{'a': 0.2, 'e': 0.7225273536420722}",20,11,-39.80819503435663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.2, 'e': 0.7218051874317158}",20,4,8.15128560297019,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.721083743026607}",35,3,-131.14451196413353,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 2}",1
328,False,"{'a': 0.2, 'e': 0.7203630197053013}",20,0,-66.13985089908964,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
329,False,"{'a': 0.2, 'e': 0.7196430167470754}",20,2,-8.92140389764049,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.7189237334319262}",25,0,-34.06224768506371,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
331,False,"{'a': 0.2, 'e': 0.7182051690405703}",20,0,-75.99484944667155,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
332,False,"{'a': 0.2, 'e': 0.7174873228544433}",20,0,-156.3975259127636,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
333,False,"{'a': 0.2, 'e': 0.7167701941556989}",25,5,-46.783389506571474,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.7160537822272085}",20,0,-72.19517563085357,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
335,False,"{'a': 0.2, 'e': 0.7153380863525599}",20,2,-48.55057176646736,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
336,False,"{'a': 0.2, 'e': 0.7146231058160573}",25,0,-12.20485847193134,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
337,False,"{'a': 0.2, 'e': 0.71390883990272}",20,0,-24.344146961327397,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
338,False,"{'a': 0.2, 'e': 0.7131952878982822}",20,5,-20.001021732940362,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.7124824490891917}",20,14,-0.9502796202324484,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.7117703227626098}",20,0,-105.01115610795041,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
341,False,"{'a': 0.2, 'e': 0.7110589082064097}",20,0,-91.56603752559519,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
342,False,"{'a': 0.2, 'e': 0.7103482047091773}",30,19,-65.50239733125257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
343,False,"{'a': 0.2, 'e': 0.7096382115602087}",20,0,-59.34732982724,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
344,False,"{'a': 0.2, 'e': 0.7089289280495108}",30,6,-53.20154928946601,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.7082203534678}",30,18,-11.969691492594318,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.7075124871065016}",25,11,15.427522652002867,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.7068053282577494}",25,1,-84.24951581609757,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 1}",1
348,False,"{'a': 0.2, 'e': 0.7060988762143844}",25,0,-122.7934753293785,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
349,False,"{'a': 0.2, 'e': 0.7053931302699544}",35,19,-16.647229793160164,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.7046880897187134}",20,12,1.5187109055589816,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.7039837538556208}",20,0,-36.267763723882744,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.7032801219763409}",20,10,4.965547833713541,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.7025771933772416}",30,16,-1.0237744425595576,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.701874967355394}",25,0,-69.27629729898817,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
355,False,"{'a': 0.2, 'e': 0.7011734432085723}",25,0,-110.79957221490943,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
356,False,"{'a': 0.2, 'e': 0.7004726202352525}",25,4,-47.99908496894593,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
357,False,"{'a': 0.2, 'e': 0.699772497734611}",20,0,-24.056822707951923,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
358,False,"{'a': 0.2, 'e': 0.6990730750065256}",25,6,-107.0874095408412,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 1}",1
